fund_type,fund_style,asset_size,ranking_score,current_stocks,current_bonds,current_cash,ind_0,ind_1,ind_2,ind_3,ind_4,ind_5,ind_6,ind_7,ind_8,ind_9,ind_10,ind_11,ind_12,ind_13,ind_14,ind_15,ind_16,ind_17
混合型,中盘价值,"(2.009, 4.665]","(0.75, 1.0]",0.8985,0.0604,0.042199999999999994,0.5313,0.0,0.1092,0.0,0.0,0.0,0.045700000000000005,0.0,0.0,0.0381,0.0,0.0906,0.0,0.0,0.0,0.0,0.0,0.0
股票指数,大盘价值,"(4.665, 9.03]","(0.0, 0.25]",0.9087999999999999,0.0,0.0922,0.3987,0.2852,0.0339,0.038599999999999995,0.0,0.0,0.0,0.0256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
混合型,大盘价值,"(4.665, 9.03]","(0.5, 0.75]",0.8874,0.059800000000000006,0.054400000000000004,0.44179999999999997,0.2273,0.08539999999999999,0.086,0.0,0.0,0.034300000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
混合型,大盘成长,"(2.009, 4.665]","(0.75, 1.0]",0.8881,0.053200000000000004,0.0622,0.6029,0.0364,0.1724,0.026600000000000002,0.0,0.0,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
混合型,大盘平衡,"(19.83, 186.94]","(0.75, 1.0]",0.8472,0.0,0.1489,0.5546,0.0387,0.0,0.0,0.0708,0.0,0.0434,0.061399999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
混合型,中盘价值,"(19.83, 186.94]","(0.5, 0.75]",0.9418000000000001,0.0,0.061,0.5415,0.0693,0.0,0.1517,0.0,0.0,0.1259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0192,0.0,0.0,0.0
混合型,大盘成长,"(19.83, 186.94]","(0.75, 1.0]",0.7978000000000001,0.001,0.207,0.4961,0.0,0.1008,0.0,0.0,0.0,0.0,0.0,0.0,0.044800000000000006,0.0,0.0463,0.056900000000000006,0.0,0.0,0.0,0.0,0.0
混合型,大盘价值,"(4.665, 9.03]","(0.75, 1.0]",0.8170999999999999,0.0405,0.12869999999999998,0.502,0.0,0.07490000000000001,0.0863,0.0,0.0,0.0706,0.0,0.0,0.0,0.0,0.0,0.0,0.036699999999999997,0.0,0.0,0.0,0.0
混合型,大盘成长,"(2.009, 4.665]","(0.75, 1.0]",0.8806,0.0,0.0659,0.6187,0.0,0.12050000000000001,0.0545,0.013300000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0695,0.0,0.0,0.0,0.0,0.0
混合型,大盘价值,"(2.009, 4.665]","(0.75, 1.0]",0.9331,0.050499999999999996,0.023399999999999997,0.6587000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0403,0.0437,0.0,0.0353,0.0,0.1328,0.0,0.0,0.0
混合型,大盘成长,"(2.009, 4.665]","(0.75, 1.0]",0.8175,0.0,0.20329999999999998,0.41159999999999997,0.0,0.24600000000000002,0.0,0.07490000000000001,0.0,0.025099999999999997,0.0,0.0235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
混合型,大盘平衡,"(4.665, 9.03]","(0.5, 0.75]",0.7603,0.0828,0.1589,0.5907,0.06269999999999999,0.030899999999999997,0.0317,0.0,0.0,0.0252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
股票指数,大盘价值,"(2.009, 4.665]","(0.25, 0.5]",0.945,0.0362,0.0206,0.4454,0.29309999999999997,0.0429,0.0336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024,0.0,0.0
股票指数,大盘价值,"(9.03, 19.83]","(0.25, 0.5]",0.8641,0.0,0.1176,0.5193,0.1223,0.0762,0.050300000000000004,0.0,0.0,0.0273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
混合型,大盘平衡,"(19.83, 186.94]","(0.25, 0.5]",0.8331000000000001,0.0,0.17010000000000003,0.5858,0.0,0.09880000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0216,0.0,0.0,0.027999999999999997,0.0562,0.0,0.0,0.0,0.0
混合型,大盘成长,"(19.83, 186.94]","(0.75, 1.0]",0.9155,0.0,0.0859,0.65,0.0971,0.013999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053200000000000004,0.0925,0.0,0.0,0.0,0.0
混合型,大盘平衡,"(4.665, 9.03]","(0.5, 0.75]",0.9175,0.0,0.0817,0.5795,0.0,0.25739999999999996,0.0,0.0,0.0116,0.0,0.028300000000000002,0.0,0.0276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
混合型,大盘成长,"(2.009, 4.665]","(0.25, 0.5]",0.7911,0.1734,0.038900000000000004,0.4619,0.0209,0.2609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0115,0.0,0.0,0.0,0.0,0.0215,0.0
混合型,大盘平衡,"(19.83, 186.94]","(0.75, 1.0]",0.8898999999999999,0.0004,0.10859999999999999,0.5521,0.0,0.2364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030600000000000002,0.0285,0.0384,0.0,0.0,0.0,0.0
股票指数,大盘价值,"(4.665, 9.03]","(0.5, 0.75]",0.9440000000000001,0.0131,0.0441,0.41600000000000004,0.3111,0.0338,0.043,0.0,0.0,0.0,0.04019999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
混合型,大盘成长,"(9.03, 19.83]","(0.5, 0.75]",0.8611,0.0008,0.1977,0.5995,0.0,0.0732,0.025,0.0,0.0,0.041100000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.053200000000000004,0.0,0.0,0.0,0.0
混合型,大盘平衡,"(19.83, 186.94]","(0.5, 0.75]",0.8819,0.059699999999999996,0.060899999999999996,0.8281999999999999,0.0024,0.0,0.0128,0.0,0.035,0.0021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
混合型,大盘价值,"(2.009, 4.665]","(0.75, 1.0]",0.8107,0.0,0.18960000000000002,0.5848,0.0335,0.107,0.0269,0.0,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
混合型,大盘成长,"(9.03, 19.83]","(0.25, 0.5]",0.7509,0.215,0.0241,0.5390999999999999,0.07,0.0821,0.0,0.0,0.0388,0.0,0.0,0.0,0.0,0.0,0.0,0.0208,0.0,0.0,0.0,0.0,0.0
混合型,大盘成长,"(19.83, 186.94]","(0.75, 1.0]",0.8817,0.0524,0.0183,0.6393,0.018600000000000002,0.1445,0.0,0.0,0.0,0.0,0.0,0.0,0.053200000000000004,0.0,0.0,0.0,0.011200000000000002,0.0,0.0,0.0,0.0
混合型,大盘平衡,"(19.83, 186.94]","(0.75, 1.0]",0.7857999999999999,0.0562,0.0634,0.4525,0.1653,0.0848,0.0,0.0,0.058499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.024700000000000003,0.0,0.0,0.0,0.0,0.0
混合型,大盘成长,"(19.83, 186.94]","(0.5, 0.75]",0.802,0.053,0.1471,0.41259999999999997,0.0,0.1409,0.0,0.0,0.0701,0.0,0.0,0.0,0.038900000000000004,0.0,0.067,0.0,0.0,0.0,0.0,0.0,0.0
混合型,大盘成长,"(4.665, 9.03]","(0.5, 0.75]",0.8872,0.056100000000000004,0.0302,0.6990999999999999,0.0818,0.0308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0199,0.0425,0.0,0.0,0.0,0.0,0.0
混合型,大盘成长,"(9.03, 19.83]","(0.75, 1.0]",0.8543000000000001,0.0493,0.0364,0.5538000000000001,0.0102,0.2391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0159,0.0,0.025099999999999997,0.0,0.0,0.0,0.0
混合型,大盘成长,"(4.665, 9.03]","(0.5, 0.75]",0.929,0.0013,0.07519999999999999,0.5699000000000001,0.1507,0.1845,0.0116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012199999999999999,0.0,0.0,0.0,0.0
混合型,大盘价值,"(2.009, 4.665]","(0.0, 0.25]",0.8136,0.060599999999999994,0.0701,0.764,0.0174,0.0036,0.0,0.013000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0151,0.0,0.0,0.0
混合型,大盘成长,"(2.009, 4.665]","(0.5, 0.75]",0.7723,0.2006,0.0213,0.3814,0.1711,0.1376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015700000000000002,0.0363,0.0,0.0,0.0,0.0
混合型,大盘平衡,"(2.009, 4.665]","(0.75, 1.0]",0.9262,0.0022,0.0785,0.5700999999999999,0.0,0.049699999999999994,0.1198,0.0,0.0,0.0,0.0,0.0,0.0,0.0493,0.059500000000000004,0.0,0.0,0.0,0.0,0.0,0.0
混合型,大盘成长,"(4.665, 9.03]","(0.75, 1.0]",0.865,0.0,0.1381,0.6386,0.059500000000000004,0.0,0.0,0.10099999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0044,0.061,0.0,0.0,0.0,0.0
混合型,中盘平衡,"(19.83, 186.94]","(0.75, 1.0]",0.8094,0.0,0.1886,0.6277,0.0002,0.1152,0.0,0.026600000000000002,0.0,0.0,0.0,0.0,0.0397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
混合型,大盘平衡,"(4.665, 9.03]","(0.5, 0.75]",0.7817000000000001,0.0,0.217,0.4153,0.0070999999999999995,0.2181,0.0,0.0,0.098,0.0,0.042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
混合型,大盘平衡,"(4.665, 9.03]","(0.5, 0.75]",0.7547,0.0,0.2343,0.36479999999999996,0.0101,0.25739999999999996,0.0,0.0,0.0726,0.0,0.0496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
混合型,中盘价值,"(4.665, 9.03]","(0.5, 0.75]",0.941,0.0,0.068,0.5106,0.0,0.2815,0.0,0.044199999999999996,0.0,0.050199999999999995,0.0,0.0,0.0,0.0,0.0,0.045599999999999995,0.0,0.0,0.0,0.0,0.0
混合型,大盘价值,"(9.03, 19.83]","(0.0, 0.25]",0.8984000000000001,0.0,0.106,0.4941,0.0,0.2818,0.0513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047400000000000005,0.0,0.018000000000000002,0.0,0.0,0.0,0.0
混合型,大盘成长,"(9.03, 19.83]","(0.25, 0.5]",0.8945000000000001,0.0,0.10779999999999999,0.6167,0.0,0.2198,0.0,0.0,0.0,0.0,0.0,0.0,0.023,0.0143,0.0182,0.0,0.0,0.0,0.0,0.0,0.0
混合型,大盘成长,"(9.03, 19.83]","(0.75, 1.0]",0.7857,0.1512,0.0895,0.4178,0.0,0.3136,0.0694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
混合型,大盘平衡,"(9.03, 19.83]","(0.25, 0.5]",0.9470000000000001,0.0,0.0553,0.5555,0.0034000000000000002,0.0,0.1423,0.0,0.15259999999999999,0.0,0.0928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
混合型,大盘平衡,"(9.03, 19.83]","(0.5, 0.75]",0.8828,0.0603,0.0179,0.575,0.0664,0.10099999999999999,0.0,0.0,0.0,0.0,0.0434,0.0,0.0,0.0,0.0,0.0,0.0418,0.0,0.0,0.0,0.0
混合型,大盘平衡,"(2.009, 4.665]","(0.25, 0.5]",0.8691,0.0557,0.0256,0.5598,0.0858,0.0625,0.0,0.0,0.0,0.0,0.0733,0.0,0.0,0.0,0.0,0.0,0.0387,0.0,0.0,0.0,0.0
混合型,大盘成长,"(2.009, 4.665]","(0.25, 0.5]",0.8964,0.0575,0.1186,0.8161,0.0021,0.027000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012199999999999999,0.0,0.0384,0.0,0.0
股票指数,大盘价值,"(4.665, 9.03]","(0.5, 0.75]",0.9449,0.0076,0.048600000000000004,0.5442,0.2861,0.032799999999999996,0.0352,0.0171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
混合型,大盘成长,"(2.009, 4.665]","(0.5, 0.75]",0.9101,0.0467,0.0471,0.664,0.0271,0.0562,0.0,0.0,0.0,0.0344,0.0,0.0,0.0,0.0,0.0,0.0594,0.0,0.0,0.0,0.0,0.0
混合型,大盘平衡,"(2.009, 4.665]","(0.5, 0.75]",0.9124,0.0004,0.0745,0.5999,0.0684,0.1085,0.0426,0.08529999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
混合型,大盘成长,"(4.665, 9.03]","(0.5, 0.75]",0.9063,0.0,0.1148,0.7278,0.0392,0.045599999999999995,0.030899999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0321,0.0,0.0,0.0,0.0
混合型,大盘成长,"(9.03, 19.83]","(0.5, 0.75]",0.9115000000000001,0.0008,0.0916,0.6153,0.045700000000000005,0.0902,0.0,0.030899999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030699999999999998,0.0,0.0,0.0,0.0,0.0
混合型,大盘价值,"(2.009, 4.665]","(0.0, 0.25]",0.9138,0.0004,0.0902,0.44880000000000003,0.25170000000000003,0.034,0.038599999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022799999999999997,0.0,0.0,0.0
混合型,大盘平衡,"(4.665, 9.03]","(0.5, 0.75]",0.8911,0.0,0.0959,0.5375,0.10890000000000001,0.16699999999999998,0.037000000000000005,0.0,0.0,0.0,0.0,0.0,0.0407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
股票型,大盘价值,"(9.03, 19.83]","(0.5, 0.75]",0.8729,0.0472,0.0785,0.2815,0.2841,0.0,0.0906,0.0,0.0,0.0,0.0,0.0,0.0,0.0339,0.0,0.0,0.0,0.09119999999999999,0.0,0.0,0.0
混合型,大盘价值,"(4.665, 9.03]","(0.0, 0.25]",0.8752,0.0,0.1438,0.46270000000000006,0.0817,0.0,0.21789999999999998,0.0,0.0,0.0408,0.0329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
混合型,大盘成长,"(9.03, 19.83]","(0.75, 1.0]",0.8384,0.0,0.1689,0.5572,0.0,0.1273,0.0969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0149,0.0,0.0,0.023799999999999998,0.0,0.0,0.0
混合型,大盘平衡,"(9.03, 19.83]","(0.0, 0.25]",0.8040999999999999,0.0,0.1867,0.5136999999999999,0.038,0.1036,0.0254,0.0,0.0,0.0,0.047400000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
股票指数,大盘价值,"(4.665, 9.03]","(0.5, 0.75]",0.9445999999999999,0.0,0.054900000000000004,0.3685,0.3821,0.0,0.0421,0.0275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024399999999999998,0.0,0.0,0.0
混合型,大盘成长,"(2.009, 4.665]","(0.0, 0.25]",0.857,0.0,0.1427,0.5733,0.014199999999999999,0.201,0.0,0.0,0.014499999999999999,0.0,0.0,0.0,0.034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
混合型,大盘成长,"(4.665, 9.03]","(0.75, 1.0]",0.9063,0.0,0.1,0.7664,0.0,0.0219,0.0,0.0,0.0,0.0444,0.0,0.0,0.0,0.0,0.0,0.049,0.015300000000000001,0.0,0.0,0.0,0.0
混合型,大盘价值,"(2.009, 4.665]","(0.0, 0.25]",0.8491,0.0,0.1386,0.4111,0.0,0.0008,0.0,0.0,0.0,0.0147,0.4012,0.0,0.0,0.0,0.0,0.0,0.0,0.0206,0.0,0.0,0.0
混合型,大盘成长,"(4.665, 9.03]","(0.75, 1.0]",0.9274,0.0,0.0758,0.6668000000000001,0.0,0.0745,0.045899999999999996,0.0617,0.0,0.0,0.0754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
混合型,大盘平衡,"(2.009, 4.665]","(0.5, 0.75]",0.88,0.0,0.1226,0.6709999999999999,0.0021,0.057,0.14980000000000002,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
混合型,大盘价值,"(19.83, 186.94]","(0.75, 1.0]",0.7695000000000001,0.2054,0.027999999999999997,0.5760000000000001,0.0453,0.0,0.0,0.051,0.029500000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0362
混合型,大盘平衡,"(19.83, 186.94]","(0.75, 1.0]",0.9209,0.0098,0.077,0.6997,0.0388,0.0,0.0,0.0,0.12179999999999999,0.0,0.0,0.0,0.0291,0.0,0.0,0.0276,0.0,0.0,0.0,0.0,0.0
混合型,大盘平衡,"(19.83, 186.94]","(0.75, 1.0]",0.9159999999999999,0.044199999999999996,0.055999999999999994,0.6759000000000001,0.042199999999999994,0.0,0.0,0.0,0.1445,0.0,0.0,0.0,0.0342,0.0,0.0,0.019,0.0,0.0,0.0,0.0,0.0
混合型,大盘平衡,"(19.83, 186.94]","(0.5, 0.75]",0.8443999999999999,0.0437,0.1204,0.5809000000000001,0.0341,0.0,0.0395,0.055099999999999996,0.0,0.0733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
混合型,大盘价值,"(19.83, 186.94]","(0.75, 1.0]",0.9015000000000001,0.0449,0.044000000000000004,0.5769,0.0447,0.0,0.0,0.0641,0.0,0.0885,0.046900000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
混合型,大盘成长,"(19.83, 186.94]","(0.5, 0.75]",0.9344,0.0013,0.0707,0.3778,0.0,0.2422,0.0,0.0,0.0,0.0487,0.0,0.0,0.0,0.0,0.0,0.1396,0.0868,0.0,0.0,0.0,0.0
混合型,大盘价值,"(19.83, 186.94]","(0.5, 0.75]",0.8689,0.0483,0.0809,0.5134000000000001,0.184,0.0245,0.0736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024,0.0,0.0,0.0,0.0
混合型,大盘平衡,"(19.83, 186.94]","(0.75, 1.0]",0.8998,0.0022,0.1041,0.6268,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.053099999999999994,0.0,0.042800000000000005,0.0,0.0724,0.0,0.0,0.0,0.0
混合型,大盘平衡,"(4.665, 9.03]","(0.5, 0.75]",0.9426000000000001,0.0,0.0827,0.47850000000000004,0.0978,0.0,0.0,0.0,0.0,0.0535,0.1255,0.0,0.0594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
混合型,大盘成长,"(9.03, 19.83]","(0.75, 1.0]",0.9070999999999999,0.0,0.0941,0.7461,0.0746,0.0507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0174,0.0184,0.0,0.0,0.0,0.0
混合型,大盘成长,"(9.03, 19.83]","(0.75, 1.0]",0.7998000000000001,0.14550000000000002,0.0571,0.514,0.11199999999999999,0.0,0.0,0.0962,0.0,0.0,0.0,0.0,0.0462,0.0,0.0,0.030899999999999997,0.0,0.0,0.0,0.0,0.0
混合型,大盘平衡,"(9.03, 19.83]","(0.5, 0.75]",0.9159999999999999,0.0,0.08789999999999999,0.4843,0.0975,0.0,0.0,0.0,0.0,0.0554,0.1056,0.0,0.0,0.0,0.0,0.0842,0.0,0.0,0.0,0.0,0.0
混合型,大盘平衡,"(4.665, 9.03]","(0.75, 1.0]",0.763,0.0,0.2216,0.6647,0.0,0.0,0.0,0.0172,0.0151,0.0416,0.0,0.0,0.011899999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
混合型,中盘平衡,"(4.665, 9.03]","(0.75, 1.0]",0.9258,0.0012,0.0821,0.4153,0.0,0.2346,0.0,0.0,0.0,0.0535,0.0,0.0,0.0,0.048799999999999996,0.0,0.12269999999999999,0.0,0.0,0.0,0.0,0.0
混合型,大盘价值,"(19.83, 186.94]","(0.5, 0.75]",0.8312,0.0558,0.015300000000000001,0.424,0.047,0.1013,0.1521,0.0377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
混合型,大盘成长,"(2.009, 4.665]","(0.0, 0.25]",0.7687999999999999,0.0,0.23559999999999998,0.3978,0.0,0.0,0.153,0.0,0.067,0.0,0.0,0.0,0.0,0.0,0.0,0.12539999999999998,0.0,0.0256,0.0,0.0,0.0
股票指数,大盘价值,"(4.665, 9.03]","(0.5, 0.75]",0.9084,0.0,0.09300000000000001,0.34659999999999996,0.3089,0.037200000000000004,0.053899999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032400000000000005,0.0,0.0
混合型,大盘成长,"(4.665, 9.03]","(0.5, 0.75]",0.8679000000000001,0.0,0.1405,0.6833,0.0017000000000000001,0.14300000000000002,0.0,0.0,0.0029,0.0,0.0,0.0,0.0,0.0,0.0,0.0348,0.0,0.0,0.0,0.0,0.0
混合型,大盘成长,"(4.665, 9.03]","(0.25, 0.5]",0.9028,0.0,0.10339999999999999,0.6531,0.0364,0.14400000000000002,0.0397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0176,0.0,0.0,0.0,0.0,0.0
混合型,大盘成长,"(2.009, 4.665]","(0.75, 1.0]",0.8640000000000001,0.0,0.15710000000000002,0.7313,0.0,0.0712,0.0,0.0,0.0425,0.0,0.0,0.0,0.0,0.0,0.0067,0.012199999999999999,0.0,0.0,0.0,0.0,0.0
股票指数,大盘价值,"(9.03, 19.83]","(0.0, 0.25]",0.9345,0.0,0.0674,0.1863,0.47369999999999995,0.0,0.0919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0571,0.054000000000000006,0.0,0.0
混合型,大盘平衡,"(19.83, 186.94]","(0.25, 0.5]",0.8875,0.0097,0.1057,0.7232999999999999,0.0,0.0265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0406,0.0,0.0281,0.0,0.0,0.0179,0.0,0.0
混合型,大盘成长,"(9.03, 19.83]","(0.5, 0.75]",0.9264,0.0,0.0722,0.6678000000000001,0.0,0.058899999999999994,0.0,0.044199999999999996,0.06860000000000001,0.0799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
混合型,大盘成长,"(19.83, 186.94]","(0.75, 1.0]",0.9109999999999999,0.0,0.1051,,,,,,,,,,,,,,,,,,
股票指数,大盘价值,"(2.009, 4.665]","(0.75, 1.0]",0.9222,0.0,0.0765,0.3347,0.37560000000000004,0.0,0.036699999999999997,0.0417,0.0,0.0,0.0274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
混合型,大盘平衡,"(4.665, 9.03]","(0.25, 0.5]",0.8024,0.0,0.2022,0.6674,0.003,0.09140000000000001,0.0,0.0,0.0,0.030299999999999997,0.0102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
股票指数,大盘价值,"(2.009, 4.665]","(0.25, 0.5]",0.9226000000000001,0.0,0.0779,0.3797,0.33039999999999997,0.0,0.0454,0.0,0.0,0.0,0.0264,0.0,0.0,0.0,0.0,0.0,0.0,0.0288,0.0,0.0,0.0
股票型,中盘价值,"(4.665, 9.03]","(0.75, 1.0]",0.804,0.0,0.1948,0.5174,0.06559999999999999,0.076,0.0,0.0,0.0,0.04650000000000001,0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
股票型,大盘价值,"(9.03, 19.83]","(0.75, 1.0]",0.9172,0.0603,0.0083,0.3979,0.0966,0.2007,0.0866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0687,0.0,0.0,0.0,0.0,0.0,0.0
混合型,大盘成长,"(19.83, 186.94]","(0.5, 0.75]",0.9365000000000001,0.057699999999999994,0.0104,0.5722,0.0636,0.0727,0.0,0.0,0.0,0.0526,0.0,0.0,0.0,0.0,0.0,0.0,0.1152,0.0,0.0,0.0,0.0
混合型,大盘价值,"(19.83, 186.94]","(0.5, 0.75]",0.7563,0.209,0.0444,0.4717,0.039599999999999996,0.0834,0.0481,0.0,0.0,0.032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
股票型,大盘成长,"(19.83, 186.94]","(0.0, 0.25]",0.8998,0.0,0.09789999999999999,0.3892,0.2944,0.0501,0.046799999999999994,0.0,0.0408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
混合型,大盘成长,"(2.009, 4.665]","(0.5, 0.75]",0.8904000000000001,0.0,0.1137,0.5674,0.1073,0.0888,0.0269,0.0,0.0323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
混合型,大盘价值,"(4.665, 9.03]","(0.5, 0.75]",0.8884000000000001,0.0581,0.0124,0.7289,0.0,0.0737,0.0414,0.0,0.0,0.0,0.0,0.0,0.0,0.0106,0.0326,0.0,0.0,0.0,0.0,0.0,0.0
混合型,大盘价值,"(9.03, 19.83]","(0.25, 0.5]",0.7544,0.0947,0.16879999999999998,0.3538,0.0659,0.0703,0.0,0.0,0.0,0.0,0.1133,0.0,0.0,0.0,0.11380000000000001,0.0,0.0,0.0,0.0,0.0,0.0
混合型,大盘成长,"(4.665, 9.03]","(0.75, 1.0]",0.9009,0.0,0.1186,0.5606,0.0,0.2165,0.0,0.0,0.0,0.044000000000000004,0.0,0.0,0.0,0.0,0.0378,0.030600000000000002,0.0,0.0,0.0,0.0,0.0
混合型,大盘成长,"(4.665, 9.03]","(0.75, 1.0]",0.8715999999999999,0.0,0.1441,0.7343999999999999,0.0,0.0473,0.0,0.0,0.0258,0.0182,0.0,0.0,0.0,0.0,0.0,0.0195,0.0,0.0,0.0,0.0,0.0
混合型,大盘成长,"(9.03, 19.83]","(0.75, 1.0]",0.8028,0.0,0.2195,0.5719,0.0,0.038599999999999995,0.057699999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056799999999999996,0.022799999999999997,0.0,0.0,0.0,0.0
混合型,大盘成长,"(9.03, 19.83]","(0.75, 1.0]",0.8948,0.0,0.096,0.6844,0.0537,0.0322,0.0,0.0,0.0682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0352,0.0
股票型,大盘价值,"(2.009, 4.665]","(0.5, 0.75]",0.8545,0.0387,0.1069,0.4243,0.21739999999999998,0.050300000000000004,0.0616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0365,0.0,0.0,0.0,0.0,0.0
混合型,大盘平衡,"(9.03, 19.83]","(0.25, 0.5]",0.9192,0.0,0.1036,0.6487999999999999,0.0682,0.0,0.0652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051399999999999994,0.0,0.0601,0.0,0.0,0.0
混合型,大盘成长,"(19.83, 186.94]","(0.25, 0.5]",0.8805,0.0,0.1313,0.5257999999999999,0.0,0.2384,0.0,0.0,0.025699999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049400000000000006,0.0,0.0,0.0279,0.0
