fund_type,fund_style,asset_size,ranking_score,current_stocks,current_bonds,current_cash,ind_0,ind_1,ind_2,ind_3,ind_4,ind_5,ind_6,ind_7,ind_8,ind_9,ind_10,ind_11,ind_12,ind_13,ind_14,ind_15,ind_16,ind_17
混合型,大盘平衡,"(9.03, 19.83]","(0.0, 0.25]",0.7883,0.0,0.21050000000000002,0.5393,0.0,0.032400000000000005,0.0,0.0,0.0,0.0,0.0591,0.0,0.0351,0.1047,0.0,0.0,0.0,0.0,0.0,0.0,0.0
混合型,大盘成长,"(19.83, 186.94]","(0.0, 0.25]",0.8904000000000001,0.0072,0.10550000000000001,0.6195,0.0,0.13419999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028000000000000004,0.0513,0.0,0.0782,0.0,0.0,0.0,0.0
混合型,大盘成长,"(2.009, 4.665]","(0.75, 1.0]",0.8184,0.0,0.065,0.3353,0.0,0.2917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.0317,0.0245,0.0,0.0,0.0,0.0
混合型,大盘平衡,"(2.009, 4.665]","(0.75, 1.0]",0.7584000000000001,0.0,0.2551,0.4464,0.0,0.0009,0.0,0.0,0.0,0.0,0.1783,0.0,0.0,0.1222,0.0,0.0106,0.0,0.0,0.0,0.0,0.0
混合型,大盘成长,"(19.83, 186.94]","(0.75, 1.0]",0.9018999999999999,0.0,0.057800000000000004,0.7227,0.0,0.0,0.0,0.0,0.0,0.004,0.0054,0.0,0.0,0.0,0.0,0.0898,0.0781,0.0,0.0,0.0,0.0
混合型,大盘平衡,"(19.83, 186.94]","(0.5, 0.75]",0.8703,0.0558,0.0785,0.6425,0.0,0.11289999999999999,0.0,0.0254,0.0,0.0,0.0,0.0,0.0,0.0,0.0392,0.0265,0.0,0.0,0.0,0.0,0.0
混合型,大盘价值,"(19.83, 186.94]","(0.25, 0.5]",0.8504,0.0432,0.12560000000000002,0.5201,0.11599999999999999,0.0799,0.0592,0.0,0.04019999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
混合型,大盘价值,"(19.83, 186.94]","(0.25, 0.5]",0.9009,0.0482,0.0529,0.44689999999999996,0.222,0.0726,0.0354,0.0,0.0,0.0282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
混合型,大盘平衡,"(2.009, 4.665]","(0.75, 1.0]",0.7696,0.0742,0.16079999999999997,0.5436,0.0432,0.0626,0.0526,0.049400000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
混合型,大盘平衡,"(9.03, 19.83]","(0.75, 1.0]",0.9188,0.0055000000000000005,0.07919999999999999,0.6236999999999999,0.1384,0.0,0.08689999999999999,0.0,0.0,0.0,0.0131,0.0,0.0,0.0,0.0564,0.0,0.0,0.0,0.0,0.0,0.0
混合型,中盘平衡,"(9.03, 19.83]","(0.75, 1.0]",0.9395,0.0248,0.0383,0.5003,0.0,0.2957,0.0,0.0,0.0,0.0851,0.0,0.0,0.0,0.0,0.0,0.059000000000000004,0.0,0.0,0.0,0.0,0.0
混合型,大盘成长,"(4.665, 9.03]","(0.75, 1.0]",0.831,0.0,0.1724,0.5562,0.053899999999999997,0.17670000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030299999999999997,0.0,0.0325,0.0,0.0,0.0,0.0
混合型,大盘价值,"(9.03, 19.83]","(0.0, 0.25]",0.8388,0.0572,0.1075,0.46649999999999997,0.1177,0.08539999999999999,0.075,0.0,0.0,0.0,0.0942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
混合型,大盘成长,"(9.03, 19.83]","(0.5, 0.75]",0.8889,0.0524,0.0594,0.5515,0.1364,0.0346,0.0801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0636,0.0,0.0,0.0,0.0
混合型,大盘成长,"(19.83, 186.94]","(0.75, 1.0]",0.9235,0.0524,0.0259,0.7312000000000001,0.0,0.0761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031400000000000004,0.0848,0.0,0.0,0.0,0.0
混合型,大盘平衡,"(9.03, 19.83]","(0.75, 1.0]",0.867,0.0,0.1202,0.6701,0.043899999999999995,0.12710000000000002,0.0,0.0,0.0,0.0258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
混合型,大盘平衡,"(19.83, 186.94]","(0.25, 0.5]",0.8916,0.0,0.1183,0.537,0.11449999999999999,0.0,0.0776,0.0716,0.0,0.0,0.0,0.0,0.0,0.0,0.0473,0.0,0.0,0.0,0.0,0.0,0.0
混合型,大盘平衡,"(9.03, 19.83]","(0.75, 1.0]",0.816,0.0,0.1837,0.4819,0.0,0.0601,0.0562,0.0,0.0,0.0,0.0,0.0,0.045,0.0,0.11349999999999999,0.0,0.0,0.0,0.0,0.0,0.0
混合型,大盘平衡,"(9.03, 19.83]","(0.5, 0.75]",0.8922,0.0007000000000000001,0.1093,0.5655,0.08839999999999999,0.0,0.0528,0.096,0.0,0.0,0.0,0.0,0.0,0.0,0.0784,0.0,0.0,0.0,0.0,0.0,0.0
股票指数,中盘价值,"(19.83, 186.94]","(0.5, 0.75]",0.9394,0.0,0.062,0.5283,0.0895,0.0,0.12380000000000001,0.0886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0412,0.0,0.0
混合型,大盘成长,"(2.009, 4.665]","(0.5, 0.75]",0.8506999999999999,0.0,0.1522,0.5690999999999999,0.049699999999999994,0.11230000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0323,0.0,0.0,0.0,0.0,0.0332,0.0
混合型,大盘平衡,"(19.83, 186.94]","(0.5, 0.75]",0.9309000000000001,0.0365,0.0661,0.7045999999999999,0.016,0.1097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058600000000000006,0.0,0.0354,0.0,0.0,0.0,0.0
混合型,大盘成长,"(19.83, 186.94]","(0.75, 1.0]",0.765,0.004,0.2377,0.6129,0.0,0.08560000000000001,0.0658,0.0,0.0,0.0007000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
混合型,大盘价值,"(19.83, 186.94]","(0.5, 0.75]",0.8692,0.0541,0.0823,0.5352,0.1033,0.050300000000000004,0.094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0521,0.0,0.0,0.0,0.0,0.0
股票指数,中盘价值,"(19.83, 186.94]","(0.5, 0.75]",0.9098,0.0,0.0917,0.47869999999999996,0.0953,0.0,0.11689999999999999,0.0805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0397,0.0,0.0
股票指数,大盘价值,"(19.83, 186.94]","(0.75, 1.0]",0.9334,0.0,0.07490000000000001,0.41100000000000003,0.2891,0.034300000000000004,0.0313,0.0,0.0326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
混合型,大盘成长,"(4.665, 9.03]","(0.5, 0.75]",0.9361,0.0541,0.0151,0.4456,0.0,0.3464,0.0944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049699999999999994,0.0,0.0,0.0,0.0,0.0
混合型,大盘平衡,"(9.03, 19.83]","(0.25, 0.5]",0.9262999999999999,0.0012,0.1,0.5529999999999999,0.0,0.18309999999999998,0.0673,0.0229,0.032799999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
混合型,大盘价值,"(19.83, 186.94]","(0.75, 1.0]",0.8303,0.0003,0.1711,0.6063000000000001,0.0717,0.1059,0.0548,0.0325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
股票型,大盘平衡,"(19.83, 186.94]","(0.75, 1.0]",0.8299,0.001,0.1167,0.8155,0.0,0.0002,0.0,0.0003,0.0138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
混合型,大盘成长,"(19.83, 186.94]","(0.75, 1.0]",0.8954000000000001,0.0236,0.0757,0.7276,0.0,0.0151,0.0,0.0,0.0,0.0226,0.0,0.0,0.0,0.0,0.0,0.0587,0.0689,0.0,0.0,0.0,0.0
混合型,中盘价值,"(2.009, 4.665]","(0.0, 0.25]",0.9037000000000001,0.011899999999999999,0.0796,0.5325,0.0,0.050199999999999995,0.0,0.013999999999999999,0.0,0.0,0.2882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0182
股票指数,大盘价值,"(9.03, 19.83]","(0.75, 1.0]",0.9087999999999999,0.0,0.16870000000000002,0.38439999999999996,0.2787,0.0,0.0467,0.0,0.0316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0317,0.0,0.0
混合型,大盘平衡,"(9.03, 19.83]","(0.25, 0.5]",0.9287000000000001,0.0012,0.09970000000000001,0.7269,0.0,0.0516,0.0,0.0401,0.0294,0.0,0.0,0.0,0.0277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
混合型,大盘价值,"(9.03, 19.83]","(0.5, 0.75]",0.8861,0.0161,0.1389,0.5015999999999999,0.1426,0.1188,0.0529,0.0,0.0,0.037599999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
混合型,大盘平衡,"(9.03, 19.83]","(0.75, 1.0]",0.917,0.0024,0.0677,0.5957,0.0,0.056299999999999996,0.0984,0.0,0.0,0.0664,0.0,0.0,0.0,0.0,0.0,0.0466,0.0,0.0,0.0,0.0,0.0
混合型,大盘平衡,"(4.665, 9.03]","(0.75, 1.0]",0.7668,0.0022,0.22149999999999997,0.4919,0.0,0.0454,0.0818,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.043,0.0,0.0,0.0,0.0,0.0
混合型,大盘平衡,"(2.009, 4.665]","(0.5, 0.75]",0.8572,0.0026,0.13720000000000002,0.5617,0.1252,0.04,0.0571,0.0,0.0,0.0,0.0418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
股票型,大盘成长,"(19.83, 186.94]","(0.75, 1.0]",0.8038,0.0536,0.14400000000000002,0.3807,0.0,0.17120000000000002,0.0,0.0,0.0542,0.0,0.0,0.0,0.030299999999999997,0.0,0.058899999999999994,0.0,0.0,0.0,0.0,0.0,0.0
混合型,大盘成长,"(9.03, 19.83]","(0.75, 1.0]",0.9142,0.0,0.10439999999999999,0.5566,0.0008,0.3418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0
混合型,大盘成长,"(9.03, 19.83]","(0.75, 1.0]",0.9125,0.0,0.1059,0.5628,,,,,,,,,,,,,,,,,
混合型,中盘价值,"(9.03, 19.83]","(0.75, 1.0]",0.7809999999999999,0.0271,0.20309999999999997,0.7326,0.0006,0.0,0.016,0.0,0.0,0.1481,0.0,0.0,0.0,0.0,0.0414,0.0,0.0,0.0,0.0,0.0,0.0
混合型,大盘价值,"(19.83, 186.94]","(0.25, 0.5]",0.8072,0.018000000000000002,0.1837,0.3741,0.22190000000000001,0.0,0.0529,0.0,0.0,0.037599999999999995,0.0304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
混合型,中盘平衡,"(19.83, 186.94]","(0.75, 1.0]",0.8701000000000001,0.0489,0.09050000000000001,0.46520000000000006,0.0473,0.1769,0.0471,0.0,0.0,0.0,0.0,0.0,0.0,0.0574,0.0,0.0,0.0,0.0,0.0,0.0,0.0
混合型,大盘价值,"(19.83, 186.94]","(0.5, 0.75]",0.8056,0.039599999999999996,0.023,0.39149999999999996,0.0,0.0,0.11320000000000001,0.0,0.0,0.0,0.04769999999999999,0.0,0.0,0.0574,0.0,0.0,0.0,0.0,0.061399999999999996,0.0,0.0
混合型,大盘平衡,"(2.009, 4.665]","(0.5, 0.75]",0.9018,0.0,0.1025,0.5478000000000001,0.0225,0.1325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0565,0.0,0.1424,0.0,0.0,0.0,0.0
混合型,大盘成长,"(2.009, 4.665]","(0.75, 1.0]",0.7829,0.2011,0.0231,0.6385000000000001,0.0,0.0233,0.0,0.0,0.0,0.0362,0.0,0.0,0.0,0.0,0.0,0.0331,0.0348,0.0,0.0,0.0,0.0
混合型,大盘成长,"(9.03, 19.83]","(0.75, 1.0]",0.8671,0.0,0.1351,0.7086,0.0556,0.0,0.0,0.043899999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0039000000000000003,0.0548,0.0,0.0,0.0,0.0
混合型,大盘平衡,"(19.83, 186.94]","(0.5, 0.75]",0.9136,0.0021,0.08560000000000001,0.5903,0.0,0.028999999999999998,0.1321,0.0,0.0,0.0,0.0,0.0,0.0,0.057300000000000004,0.060700000000000004,0.0,0.0,0.0,0.0,0.0,0.0
混合型,大盘成长,"(9.03, 19.83]","(0.75, 1.0]",0.83,0.0014000000000000002,0.1637,0.6057,0.0077,0.1392,0.0558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0216,0.0,0.0,0.0,0.0,0.0
混合型,大盘成长,"(9.03, 19.83]","(0.75, 1.0]",0.9025,0.0019,0.0944,0.8228,0.0181,0.0287,0.0,0.0,0.0,0.0,0.0,0.0,0.0118,0.0,0.0,0.017,0.0,0.0,0.0,0.0,0.0
混合型,大盘价值,"(2.009, 4.665]","(0.75, 1.0]",0.9014,0.0051,0.08070000000000001,0.49560000000000004,0.1603,0.0683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042300000000000004,0.0665,0.0,0.0,0.0,0.0,0.0
股票指数,大盘价值,"(2.009, 4.665]","(0.5, 0.75]",0.9467,0.0,0.057300000000000004,0.418,0.30269999999999997,0.0353,0.0388,0.0,0.0,0.0,0.0265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
股票指数,大盘成长,"(2.009, 4.665]","(0.0, 0.25]",0.9448000000000001,0.0,0.0594,0.5458,0.0501,0.10619999999999999,0.0337,0.0,0.0,0.0453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
混合型,大盘成长,"(4.665, 9.03]","(0.75, 1.0]",0.8941,0.0,0.0559,0.735,0.0,0.1045,0.0118,0.0,0.0,0.0,0.0,0.0,0.011699999999999999,0.0,0.0,0.0183,0.0,0.0,0.0,0.0,0.0
混合型,大盘成长,"(2.009, 4.665]","(0.5, 0.75]",0.9168999999999999,0.0,0.09480000000000001,0.7676000000000001,0.0584,0.0,0.0501,0.0141,0.0,0.022400000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
股票指数,大盘价值,"(9.03, 19.83]","(0.5, 0.75]",0.9476,0.018600000000000002,0.0348,0.162,0.4936,0.0,0.061200000000000004,0.0,0.0,0.0,0.056900000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.1106,0.0,0.0,0.0
混合型,大盘成长,"(4.665, 9.03]","(0.5, 0.75]",0.8697,0.0013,0.13449999999999998,0.5849,0.0159,0.1265,0.0,0.0,0.0,0.0,0.0,0.0,0.014199999999999999,0.0,0.0,0.0781,0.0,0.0,0.0,0.0,0.0
股票指数,大盘价值,"(2.009, 4.665]","(0.5, 0.75]",0.9472,0.0,0.0576,0.4471,0.2601,0.044000000000000004,0.046799999999999994,0.0,0.0,0.0,0.0259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
股票指数,大盘平衡,"(2.009, 4.665]","(0.25, 0.5]",0.9286,0.0,0.0729,0.41609999999999997,0.2779,0.0349,0.04019999999999999,0.0,0.0,0.0,0.026699999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
混合型,大盘成长,"(2.009, 4.665]","(0.75, 1.0]",0.8693000000000001,0.0012,0.1401,0.4426,0.1364,0.16390000000000002,0.0,0.0,0.0192,0.0344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
混合型,大盘平衡,"(9.03, 19.83]","(0.5, 0.75]",0.8732,0.0,0.131,0.6152000000000001,0.058600000000000006,0.0,0.0219,0.0,0.0,0.0,0.0819,0.0,0.0,0.0,0.0666,0.0,0.0,0.0,0.0,0.0,0.0
混合型,大盘成长,"(19.83, 186.94]","(0.75, 1.0]",0.8031999999999999,0.0028000000000000004,0.19579999999999997,0.5992000000000001,0.0766,0.013500000000000002,0.0,0.042199999999999994,0.0,0.057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
混合型,大盘平衡,"(4.665, 9.03]","(0.75, 1.0]",0.8012999999999999,0.0,0.1664,0.5435,0.0073,0.1724,0.0,0.0,0.0301,0.0,0.0,0.0,0.0,0.0,0.0,0.048,0.0,0.0,0.0,0.0,0.0
混合型,大盘平衡,"(19.83, 186.94]","(0.75, 1.0]",0.9381,0.0104,0.0576,0.6292,0.0753,0.06860000000000001,0.0453,0.0,0.0,0.0,0.0268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
股票指数,大盘成长,"(19.83, 186.94]","(0.75, 1.0]",0.9126000000000001,0.0008,0.0788,0.5401,0.038,0.1042,0.0,0.0,0.0,0.0394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035,0.0,0.0
股票指数,大盘平衡,"(19.83, 186.94]","(0.5, 0.75]",0.9454,0.0003,0.0572,0.6225,0.10279999999999999,0.0429,0.052199999999999996,0.0,0.0512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
混合型,大盘价值,"(19.83, 186.94]","(0.5, 0.75]",0.9451,0.0,0.057,0.8513,0.0009,0.0726,0.0,0.0077,0.0,0.0,0.0,0.0,0.0126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
股票指数,大盘价值,"(4.665, 9.03]","(0.5, 0.75]",0.9484999999999999,0.0219,0.0313,0.402,0.4,0.0,0.0369,0.0,0.0279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023399999999999997,0.0,0.0,0.0
混合型,中盘平衡,"(9.03, 19.83]","(0.25, 0.5]",0.885,0.0,0.0805,0.7293999999999999,0.0,0.055,0.0,0.0,0.0102,0.0,0.0,0.0,0.0,0.0,0.0433,0.0,0.0,0.0417,0.0,0.0,0.0
混合型,大盘平衡,"(19.83, 186.94]","(0.75, 1.0]",0.9312,0.0014000000000000002,0.0704,0.6789000000000001,0.0353,0.098,0.024399999999999998,0.0,0.0,0.0212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
混合型,中盘价值,"(2.009, 4.665]","(0.5, 0.75]",0.9306,0.0014000000000000002,0.0727,0.6199,0.0,0.08349999999999999,0.0,0.0315,0.0,0.0,0.0,0.0,0.0,0.0977,0.0,0.0633,0.0,0.0,0.0,0.0,0.0
股票指数,大盘成长,"(4.665, 9.03]","(0.0, 0.25]",0.946,0.0,0.057300000000000004,0.5183,0.0489,0.1732,0.0,0.0,0.0802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0547,0.0,0.0,0.0,0.0
混合型,大盘成长,"(9.03, 19.83]","(0.75, 1.0]",0.9176000000000001,0.0351,0.0637,0.7372,0.0,0.012,0.0,0.0,0.0,0.0801,0.0,0.0,0.0,0.0,0.0,0.022000000000000002,0.06280000000000001,0.0,0.0,0.0,0.0
混合型,大盘成长,"(9.03, 19.83]","(0.75, 1.0]",0.882,0.0645,0.042800000000000005,0.5817,0.028900000000000002,0.0003,0.0,0.0,0.0785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1924,0.0,0.0,0.0,0.0
混合型,大盘成长,"(19.83, 186.94]","(0.75, 1.0]",0.9384999999999999,0.0,0.0575,0.7166,0.0,0.0558,0.0,0.0,0.1103,0.0,0.0,0.0,0.0,0.0084,0.0,0.0,0.0471,0.0,0.0,0.0,0.0
混合型,大盘成长,"(19.83, 186.94]","(0.75, 1.0]",0.9011,0.009000000000000001,0.0913,0.34049999999999997,0.0,0.2641,0.0,0.0629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1924,0.041100000000000005,0.0,0.0,0.0,0.0
混合型,中盘价值,"(4.665, 9.03]","(0.75, 1.0]",0.8024,0.0604,0.0245,0.674,0.0617,0.0,0.08039999999999999,0.0,0.0325,0.0,0.0,0.0,0.0,0.0,0.0,0.0528,0.0,0.0,0.0,0.0,0.0
混合型,中盘平衡,"(2.009, 4.665]","(0.75, 1.0]",0.7822,0.2107,0.0103,0.2279,0.2611,0.261,0.0,0.0,0.0,0.0322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
混合型,大盘平衡,"(9.03, 19.83]","(0.0, 0.25]",0.935,0.2164,0.0128,0.4188,0.0,0.21530000000000002,0.0,0.09970000000000001,0.0,0.0,0.0301,0.0,0.0,0.0,0.1079,0.0,0.0,0.0,0.0,0.0,0.0
混合型,大盘平衡,"(2.009, 4.665]","(0.75, 1.0]",0.8925,0.0,0.11220000000000001,0.8023,0.04,0.013600000000000001,0.0181,0.0,0.0,0.0,0.0,0.0,0.0184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
股票型,大盘平衡,"(4.665, 9.03]","(0.5, 0.75]",0.9364,0.0591,0.0166,0.6907,0.0973,0.07429999999999999,0.0596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0146,0.0,0.0,0.0,0.0,0.0,0.0
混合型,大盘成长,"(9.03, 19.83]","(0.5, 0.75]",0.9205,0.0,0.0812,0.6453,0.1274,0.0495,0.0776,0.0,0.0,0.0,0.020099999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
股票指数,大盘价值,"(2.009, 4.665]","(0.5, 0.75]",0.9422,0.047599999999999996,0.0175,0.41119999999999995,0.2913,0.0349,0.0496,0.0,0.0286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
股票指数,大盘价值,"(2.009, 4.665]","(0.5, 0.75]",0.94,0.0391,0.021400000000000002,0.5216,0.0519,0.08449999999999999,0.0455,0.0,0.0,0.0599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
混合型,大盘平衡,"(19.83, 186.94]","(0.75, 1.0]",0.9395,0.016,0.046799999999999994,0.7082999999999999,0.052000000000000005,0.0,0.0,0.0,0.1413,0.0,0.0,0.0,0.0379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
混合型,大盘价值,"(9.03, 19.83]","(0.75, 1.0]",0.8144,0.0329,0.1609,0.5293,0.0646,0.0455,0.0,0.0712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0493
混合型,大盘成长,"(19.83, 186.94]","(0.75, 1.0]",0.8145,0.0,0.1819,0.6265999999999999,0.0209,0.1637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033,0.0,0.0,0.0,0.0,0.0,0.0
股票型,中盘价值,"(4.665, 9.03]","(0.0, 0.25]",0.8931999999999999,0.0,0.10800000000000001,0.4842,0.08039999999999999,0.0,0.0819,0.0,0.0,0.0,0.0495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050499999999999996,0.0,0.0
混合型,中盘价值,"(4.665, 9.03]","(0.25, 0.5]",0.8942,0.0,0.1465,0.7548999999999999,0.0,0.0339,0.0492,0.0,0.0304,0.0255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
混合型,大盘平衡,"(19.83, 186.94]","(0.75, 1.0]",0.8715,0.0007000000000000001,0.11630000000000001,0.3897,0.07780000000000001,0.0,0.10060000000000001,0.0,0.0,0.12869999999999998,0.06280000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
混合型,大盘价值,"(19.83, 186.94]","(0.75, 1.0]",0.9133,0.0553,0.0286,0.6457999999999999,0.0405,0.0,0.10400000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0351,0.0332,0.0,0.0,0.0,0.0,0.0
股票指数,大盘价值,"(19.83, 186.94]","(0.75, 1.0]",0.9117000000000001,0.0883,0.0155,0.3716,0.2852,0.0727,0.0356,0.0286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
混合型,大盘价值,"(4.665, 9.03]","(0.5, 0.75]",0.9163,0.0659,0.023399999999999997,0.5078,0.0287,0.0,0.1943,0.0664,0.0,0.0,0.0,0.0,0.0,0.0,0.044800000000000006,0.0,0.0,0.0,0.0,0.0,0.0
混合型,大盘成长,"(19.83, 186.94]","(0.75, 1.0]",0.9098,0.0527,0.049100000000000005,0.5034000000000001,0.0,0.22769999999999999,0.0,0.0,0.0,0.0,0.0308,0.0,0.0,0.0,0.0,0.0,0.0682,0.0,0.0,0.0253,0.0
混合型,大盘价值,"(19.83, 186.94]","(0.75, 1.0]",0.9224,0.0444,0.0302,0.4576,0.0,0.0698,0.2054,0.0,0.0,0.0764,0.0,0.0,0.0,0.0,0.0547,0.0,0.0,0.0,0.0,0.0,0.0
混合型,大盘价值,"(19.83, 186.94]","(0.75, 1.0]",0.8881999999999999,0.0451,0.0667,0.5645,0.0384,0.0691,0.06269999999999999,0.0,0.0,0.0527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
混合型,大盘平衡,"(4.665, 9.03]","(0.0, 0.25]",0.9378,0.0683,0.0315,0.5373,0.08650000000000001,0.2245,0.0,0.0,0.0,0.0,0.0891,0.0,0.0,0.0,0.0,0.0004,0.0,0.0,0.0,0.0,0.0
混合型,大盘成长,"(9.03, 19.83]","(0.5, 0.75]",0.8384999999999999,0.1367,0.0242,0.3428,0.049699999999999994,0.2163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059500000000000004,0.0,0.0,0.0,0.0,0.07490000000000001,0.0
混合型,大盘成长,"(9.03, 19.83]","(0.5, 0.75]",0.8162,0.0604,0.1247,0.4792,0.0708,0.1993,0.0333,0.0,0.0,0.0,0.0,0.0,0.0226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
混合型,大盘平衡,"(9.03, 19.83]","(0.25, 0.5]",0.8421,0.1128,0.0472,0.4542,0.0,0.1264,0.0,0.0,0.0,0.0538,0.0,0.0,0.0,0.0,0.050199999999999995,0.0,0.0,0.0,0.0,0.0852,0.0
混合型,大盘平衡,"(4.665, 9.03]","(0.5, 0.75]",0.8924,0.08130000000000001,0.029900000000000003,0.4483,0.0696,0.2005,0.0313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0552,0.0,0.0,0.0,0.0,0.0,0.0
混合型,大盘成长,"(4.665, 9.03]","(0.25, 0.5]",0.7961,0.0677,0.16510000000000002,0.4194,0.0,0.1267,0.0,0.0,0.0,0.06280000000000001,0.0,0.0,0.0,0.0,0.0545,0.0,0.0,0.0,0.0,0.0352,0.0
股票指数,大盘价值,"(2.009, 4.665]","(0.75, 1.0]",0.9105,0.06559999999999999,0.0223,0.3432,0.377,0.0,0.0382,0.0,0.0,0.0,0.028300000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.027000000000000003,0.0,0.0,0.0
混合型,大盘平衡,"(2.009, 4.665]","(0.25, 0.5]",0.7951999999999999,0.156,0.047599999999999996,0.36979999999999996,0.0722,0.1514,0.0388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0608,0.0,0.0,0.0,0.0,0.0,0.0
